id,page_num,nspk_sasaran_rpjmd,tujuan,sasaran,outcome,output,indikator,program_kegiatan_subkegiatan,keterangan,created_at
260,5,,,,,,Kinerja Perangkat Daerah,"Penganggaran, dan Evaluasi",,2026-09-17 23:10:11.68718+00
261,5,,,,,,(Laporan),Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
262,5,,,,,,Jumlah Dokumen,2.09.01.2.01.0001 -,,2026-09-17 23:10:11.68718+00
263,5,,,,,,Perencanaan Perangkat,Penyusunan Dokumen,,2026-09-17 23:10:11.68718+00
264,5,,,,,,Daerah  (Dokumen),Perencanaan Perangkat,,2026-09-17 23:10:11.68718+00
265,5,,,,,,,Daerah,,2026-09-17 23:10:11.68718+00
266,5,,,,,,Jumlah Dokumen RKA-SKPD,2.09.01.2.01.0002 - Koordinasi,,2026-09-17 23:10:11.68718+00
267,5,,,,,,dan Laporan Hasil Koordinasi,dan Penyusunan Dokumen,,2026-09-17 23:10:11.68718+00
268,5,,,,,,Penyusunan Dokumen,RKA-SKPD,,2026-09-17 23:10:11.68718+00
269,5,,,,,,RKA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
270,5,,,,,,Jumlah Dokumen Perubahan,2.09.01.2.01.0003 - Koordinasi,,2026-09-17 23:10:11.68718+00
271,5,,,,,,RKA-SKPD dan Laporan Hasil,dan Penyusunan Dokumen,,2026-09-17 23:10:11.68718+00
272,5,,,,,,Koordinasi Penyusunan,Perubahan RKA-SKPD,,2026-09-17 23:10:11.68718+00
273,5,,,,,,Dokumen Perubahan,,,2026-09-17 23:10:11.68718+00
274,5,,,,,,RKA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
275,6,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
276,6,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
277,6,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
278,6,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
279,6,,,,,,Jumlah Dokumen DPA-SKPD,2.09.01.2.01.0004 - Koordinasi,,2026-09-17 23:10:11.68718+00
280,6,,,,,,dan Laporan Hasil Koordinasi,dan Penyusunan DPA-SKPD,,2026-09-17 23:10:11.68718+00
281,6,,,,,,Penyusunan Dokumen,,,2026-09-17 23:10:11.68718+00
282,6,,,,,,DPA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
283,6,,,,,,Jumlah Dokumen Perubahan,2.09.01.2.01.0005 - Koordinasi,,2026-09-17 23:10:11.68718+00
284,6,,,,,,DPA-SKPD dan Laporan Hasil,dan Penyusunan Perubahan,,2026-09-17 23:10:11.68718+00
285,6,,,,,,Koordinasi Penyusunan,DPA- SKPD,,2026-09-17 23:10:11.68718+00
286,6,,,,,,Dokumen Perubahan,,,2026-09-17 23:10:11.68718+00
287,6,,,,,,DPA-SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
288,6,,,,,,Jumlah Laporan Capaian,2.09.01.2.01.0006 - Koordinasi,,2026-09-17 23:10:11.68718+00
289,6,,,,,,Kinerja dan Ikhtisar Realisasi,dan Penyusunan Laporan,,2026-09-17 23:10:11.68718+00
290,6,,,,,,Kinerja SKPD dan Laporan,Capaian Kinerja dan Ikhtisar,,2026-09-17 23:10:11.68718+00
291,6,,,,,,Hasil Koordinasi Penyusunan,Realisasi Kinerja SKPD,,2026-09-17 23:10:11.68718+00
292,6,,,,,,Laporan Capaian Kinerja dan,,,2026-09-17 23:10:11.68718+00
293,6,,,,,,Ikhtisar Realisasi Kinerja,,,2026-09-17 23:10:11.68718+00
294,6,,,,,,SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
295,6,,,,,,Jumlah Laporan Evaluasi,2.09.01.2.01.0007 - Evaluasi,,2026-09-17 23:10:11.68718+00
296,6,,,,,,Kinerja Perangkat Daerah,Kinerja Perangkat Daerah,,2026-09-17 23:10:11.68718+00
297,6,,,,,,(Laporan),,,2026-09-17 23:10:11.68718+00
298,6,,,,,,Jumlah Dokumen Hasil,2.09.01.2.01.0008 -,,2026-09-17 23:10:11.68718+00
299,6,,,,,,Penyelenggaraan Walidata,Penyelenggaraan Walidata,,2026-09-17 23:10:11.68718+00
300,6,,,,,,Pendukung Statistik Sektoral,Pendukung Statistik Sektoral,,2026-09-17 23:10:11.68718+00
301,6,,,,,,Daerah (Dokumen),Daerah,,2026-09-17 23:10:11.68718+00
302,6,,,,,,Jumlah Data Statistik Sektoral,2.09.01.2.01.0009 -,,2026-09-17 23:10:11.68718+00
303,6,,,,,,Daerah yang Telah,Pelaksanaan Pengumpulan,,2026-09-17 23:10:11.68718+00
304,6,,,,,,Dikumpulkan dan Diperiksa,Data Statistik Sektoral Daerah,,2026-09-17 23:10:11.68718+00
305,6,,,,,,Lingkup Perangkat Daerah,,,2026-09-17 23:10:11.68718+00
306,6,,,,,,(Data),,,2026-09-17 23:10:11.68718+00
307,6,,,,,,Jumlah Berita Acara Hasil,2.09.01.2.01.0010 -,,2026-09-17 23:10:11.68718+00
308,6,,,,,,Forum Perangkat Daerah,Pelaksanaan Forum Perangkat,,2026-09-17 23:10:11.68718+00
309,6,,,,,,Berdasarkan Bidang Urusan,Daerah Berdasarkan Bidang,,2026-09-17 23:10:11.68718+00
310,6,,,,,,yang Diampu dalam Rangka,Urusan yang Diampu dalam,,2026-09-17 23:10:11.68718+00
311,6,,,,,,Penyusunan Dokumen,Rangka Penyusunan Dokumen,,2026-09-17 23:10:11.68718+00
312,6,,,,,,Perencanaan Perangkat,Perencanaan Perangkat,,2026-09-17 23:10:11.68718+00
313,6,,,,,,Daerah (Berita Acara),Daerah,,2026-09-17 23:10:11.68718+00
314,6,,,,,Persentase Administrasi,Jumlah Dokumen Pelaporan,2.09.01.2.02 - Administrasi,,2026-09-17 23:10:11.68718+00
315,6,,,,,Keuangan Perangkat Daerah,dan Analisis Prognosis,Keuangan Perangkat Daerah,,2026-09-17 23:10:11.68718+00
316,6,,,,,,Realisasi Anggaran,,,2026-09-17 23:10:11.68718+00
317,6,,,,,,(Dokumen),,,2026-09-17 23:10:11.68718+00
318,6,,,,,,Jumlah Dokumen,2.09.01.2.02 - Administrasi,,2026-09-17 23:10:11.68718+00
319,6,,,,,,Penatausahaan dan,Keuangan Perangkat Daerah,,2026-09-17 23:10:11.68718+00
320,6,,,,,,Pengujian/Verifikasi Keuangan,,,2026-09-17 23:10:11.68718+00
321,6,,,,,,SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
322,6,,,,,,Jumlah Laporan Keuangan,2.09.01.2.02 - Administrasi,,2026-09-17 23:10:11.68718+00
323,6,,,,,,Akhir Tahun SKPD dan,Keuangan Perangkat Daerah,,2026-09-17 23:10:11.68718+00
324,6,,,,,,Laporan Hasil Koordinasi,,,2026-09-17 23:10:11.68718+00
325,6,,,,,,Penyusunan Laporan,,,2026-09-17 23:10:11.68718+00
326,6,,,,,,Keuangan Akhir Tahun SKPD,,,2026-09-17 23:10:11.68718+00
327,6,,,,,,(Laporan),,,2026-09-17 23:10:11.68718+00
328,7,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
329,7,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
330,7,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
331,7,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
332,7,,,,,,Jumlah Laporan Keuangan,2.09.01.2.02 - Administrasi,,2026-09-17 23:10:11.68718+00
333,7,,,,,,Bulanan/ Triwulanan/,Keuangan Perangkat Daerah,,2026-09-17 23:10:11.68718+00
334,7,,,,,,Semesteran SKPD dan,,,2026-09-17 23:10:11.68718+00
335,7,,,,,,Laporan Koordinasi,,,2026-09-17 23:10:11.68718+00
336,7,,,,,,Penyusunan Laporan,,,2026-09-17 23:10:11.68718+00
337,7,,,,,,Keuangan,,,2026-09-17 23:10:11.68718+00
338,7,,,,,,Bulanan/Triwulanan/Semestera,,,2026-09-17 23:10:11.68718+00
339,7,,,,,,n SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
340,7,,,,,,Jumlah Orang yang Menerima,2.09.01.2.02 - Administrasi,,2026-09-17 23:10:11.68718+00
341,7,,,,,,Gaji dan Tunjangan ASN,Keuangan Perangkat Daerah,,2026-09-17 23:10:11.68718+00
342,7,,,,,,(Orang/bulan),,,2026-09-17 23:10:11.68718+00
343,7,,,,,,Jumlah Orang yang Menerima,2.09.01.2.02.0001 -,,2026-09-17 23:10:11.68718+00
344,7,,,,,,Gaji dan Tunjangan ASN,Penyediaan Gaji dan,,2026-09-17 23:10:11.68718+00
345,7,,,,,,(Orang/bulan),Tunjangan ASN,,2026-09-17 23:10:11.68718+00
346,7,,,,,,Jumlah Dokumen,2.09.01.2.02.0003 -,,2026-09-17 23:10:11.68718+00
347,7,,,,,,Penatausahaan dan,Pelaksanaan Penatausahaan,,2026-09-17 23:10:11.68718+00
348,7,,,,,,Pengujian/Verifikasi Keuangan,dan,,2026-09-17 23:10:11.68718+00
349,7,,,,,,SKPD (Dokumen),,,2026-09-17 23:10:11.68718+00
350,7,,,,,,,Pengujian/Verifikasi Keuangan,,2026-09-17 23:10:11.68718+00
351,7,,,,,,,SKPD,,2026-09-17 23:10:11.68718+00
352,7,,,,,,Jumlah Laporan Keuangan,2.09.01.2.02.0005 - Koordinasi,,2026-09-17 23:10:11.68718+00
353,7,,,,,,Akhir Tahun SKPD dan,dan Penyusunan Laporan,,2026-09-17 23:10:11.68718+00
354,7,,,,,,Laporan Hasil Koordinasi,Keuangan Akhir Tahun SKPD,,2026-09-17 23:10:11.68718+00
355,7,,,,,,Penyusunan Laporan,,,2026-09-17 23:10:11.68718+00
356,7,,,,,,Keuangan Akhir Tahun SKPD,,,2026-09-17 23:10:11.68718+00
357,7,,,,,,(Laporan),,,2026-09-17 23:10:11.68718+00
358,7,,,,,,Jumlah Laporan Keuangan,2.09.01.2.02.0007 - Koordinasi,,2026-09-17 23:10:11.68718+00
359,7,,,,,,Bulanan/ Triwulanan/,dan Penyusunan Laporan,,2026-09-17 23:10:11.68718+00
360,7,,,,,,Semesteran SKPD dan,Keuangan Bulanan/,,2026-09-17 23:10:11.68718+00
361,7,,,,,,Laporan Koordinasi,Triwulanan/ Semesteran SKPD,,2026-09-17 23:10:11.68718+00
362,7,,,,,,Penyusunan Laporan,,,2026-09-17 23:10:11.68718+00
363,7,,,,,,Keuangan,,,2026-09-17 23:10:11.68718+00
364,7,,,,,,Bulanan/Triwulanan/Semestera,,,2026-09-17 23:10:11.68718+00
365,7,,,,,,n SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
366,7,,,,,,Jumlah Dokumen Pelaporan,2.09.01.2.02.0008 -,,2026-09-17 23:10:11.68718+00
367,7,,,,,,dan Analisis Prognosis,Penyusunan Pelaporan dan,,2026-09-17 23:10:11.68718+00
368,7,,,,,,Realisasi Anggaran,Analisis Prognosis Realisasi,,2026-09-17 23:10:11.68718+00
369,7,,,,,,(Dokumen),Anggaran,,2026-09-17 23:10:11.68718+00
370,7,,,,,Persentase Administrasi,Jumlah Laporan,2.09.01.2.03 - Administrasi,,2026-09-17 23:10:11.68718+00
371,7,,,,,Barang Milik Daerah pada,Penatausahaan Barang Milik,Barang Milik Daerah pada,,2026-09-17 23:10:11.68718+00
372,7,,,,,Perangkat Daerah,Daerah pada SKPD (Laporan),Perangkat Daerah,,2026-09-17 23:10:11.68718+00
373,7,,,,,,Jumlah Laporan Rekonsiliasi,2.09.01.2.03 - Administrasi,,2026-09-17 23:10:11.68718+00
374,7,,,,,,dan Penyusunan Laporan,Barang Milik Daerah pada,,2026-09-17 23:10:11.68718+00
375,7,,,,,,Barang Milik Daerah pada,Perangkat Daerah,,2026-09-17 23:10:11.68718+00
376,7,,,,,,SKPD (Laporan),,,2026-09-17 23:10:11.68718+00
377,7,,,,,,Jumlah Rencana Kebutuhan,2.09.01.2.03 - Administrasi,,2026-09-17 23:10:11.68718+00
378,7,,,,,,Barang Milik Daerah SKPD,Barang Milik Daerah pada,,2026-09-17 23:10:11.68718+00
379,7,,,,,,(Dokumen),Perangkat Daerah,,2026-09-17 23:10:11.68718+00
380,7,,,,,,Jumlah Rencana Kebutuhan,2.09.01.2.03.0001 -,,2026-09-17 23:10:11.68718+00
381,7,,,,,,Barang Milik Daerah SKPD,Penyusunan Perencanaan,,2026-09-17 23:10:11.68718+00
382,7,,,,,,(Dokumen),Kebutuhan Barang Milik,,2026-09-17 23:10:11.68718+00
383,7,,,,,,,Daerah SKPD,,2026-09-17 23:10:11.68718+00
384,8,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
385,8,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
386,8,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
387,8,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
388,8,,,,,,Jumlah Laporan Rekonsiliasi,2.09.01.2.03.0005 -,,2026-09-17 23:10:11.68718+00
389,8,,,,,,dan Penyusunan Laporan,Rekonsiliasi dan Penyusunan,,2026-09-17 23:10:11.68718+00
390,8,,,,,,Barang Milik Daerah pada,Laporan Barang Milik Daerah,,2026-09-17 23:10:11.68718+00
391,8,,,,,,SKPD (Laporan),pada SKPD,,2026-09-17 23:10:11.68718+00
392,8,,,,,,Jumlah Laporan,2.09.01.2.03.0006 -,,2026-09-17 23:10:11.68718+00
393,8,,,,,,Penatausahaan Barang Milik,Penatausahaan Barang Milik,,2026-09-17 23:10:11.68718+00
394,8,,,,,,Daerah pada SKPD (Laporan),Daerah pada SKPD,,2026-09-17 23:10:11.68718+00
395,8,,,,,Persentase Administrasi,Jumlah Laporan Pengelolaan,2.09.01.2.04 - Administrasi,,2026-09-17 23:10:11.68718+00
396,8,,,,,Pendapatan Daerah,Retribusi Daerah (Dokumen),Pendapatan Daerah,,2026-09-17 23:10:11.68718+00
397,8,,,,,Kewenangan Perangkat,,Kewenangan Perangkat,,2026-09-17 23:10:11.68718+00
398,8,,,,,Daerah,,Daerah,,2026-09-17 23:10:11.68718+00
399,8,,,,,,Jumlah Laporan Pengelolaan,2.09.01.2.04.0007 - Pelaporan,,2026-09-17 23:10:11.68718+00
400,8,,,,,,Retribusi Daerah (Dokumen),Pengelolaan Retribusi Daerah,,2026-09-17 23:10:11.68718+00
401,8,,,peningkatan diversifikasi dan,,,Prevalensi Ketidakcukupan,,,2026-09-17 23:10:11.68718+00
402,8,,,ketahanan pangan masyarakat,,,Konsumsi Pangan (Prevalence,,,2026-09-17 23:10:11.68718+00
403,8,,,yang diiringi dengan penguatan,,,of Undernourishment) ((%)),,,2026-09-17 23:10:11.68718+00
404,8,,,penanganan daerah rawan,,,,,,2026-09-17 23:10:11.68718+00
405,8,,,pangan serta intensifikasi,,,,,,2026-09-17 23:10:11.68718+00
406,8,,,pengawasan mutu dan,,,,,,2026-09-17 23:10:11.68718+00
407,8,,,keamanan pangan.,,,,,,2026-09-17 23:10:11.68718+00
408,8,,,,Meningkatnya diversifikasi dan,,Skor Pola Pangan Harapan,2.09.03 - PROGRAM,,2026-09-17 23:10:11.68718+00
409,8,,,,ketahanan pangan masyarakat,,(Nilai),PENINGKATAN,,2026-09-17 23:10:11.68718+00
410,8,,,,,,,DIVERSIFIKASI DAN,,2026-09-17 23:10:11.68718+00
411,8,,,,,,,KETAHANAN PANGAN,,2026-09-17 23:10:11.68718+00
412,8,,,,,,,MASYARAKAT,,2026-09-17 23:10:11.68718+00
413,8,,,,,Tersedianya pangan lokal yang,Data Proyeksi Neraca Pangan,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
414,8,,,,,terkoordinasi dengan stabilisasi,Wilayah Kabupaten/Kota,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
415,8,,,,,"pasokan dan harga,",(Dokumen),Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
416,8,,,,,peningkatan ketahanan,,Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
417,8,,,,,"pangan keluarga, pengolahan",,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
418,8,,,,,"usaha, serta informasi dan",,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
419,8,,,,,data neraca pangan di tingkat,,Pangan,,2026-09-17 23:10:11.68718+00
420,8,,,,,kabupaten/kota.,,,,2026-09-17 23:10:11.68718+00
421,8,,,,,,Informasi harga pangan tingkat,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
422,8,,,,,,Produsen dan Konsumen,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
423,8,,,,,,wilayah Kabupaten/Kota,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
424,8,,,,,,(Laporan),Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
425,8,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
426,8,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
427,8,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
428,8,,,,,,Informasi Neraca Bahan,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
429,8,,,,,,Makanan (NBM) (Dokumen),Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
430,8,,,,,,,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
431,8,,,,,,,Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
432,8,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
433,8,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
434,8,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
435,8,,,,,,Jumlah kegiatan Stabilisasi,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
436,8,,,,,,Pasokan dan Harga Pangan,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
437,8,,,,,,Tingkat Produsen dan,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
438,8,,,,,,Konsumen di Kabupaten/Kota,Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
439,8,,,,,,(laporan),Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
440,8,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
441,8,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
442,9,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
443,9,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
444,9,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
445,9,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
446,9,,,,,,Jumlah Keluarga yang,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
447,9,,,,,,Mengikuti Peningkatan,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
448,9,,,,,,Ketahanan Pangan Keluarga,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
449,9,,,,,,(Keluarga),Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
450,9,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
451,9,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
452,9,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
453,9,,,,,,Jumlah koordinasi dan,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
454,9,,,,,,sinkronisasi pemantauan stok,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
455,9,,,,,,"pangan, pasokan pangan dan",Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
456,9,,,,,,harga pangan Pokok Strategis,Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
457,9,,,,,,(Laporan),Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
458,9,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
459,9,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
460,9,,,,,,"Jumlah Koordinasi,",2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
461,9,,,,,,Sinkronisasi dan Pelaksanaan,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
462,9,,,,,,Distribusi Pangan Pokok dan,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
463,9,,,,,,Pangan Lainnya (Laporan),Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
464,9,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
465,9,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
466,9,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
467,9,,,,,,Jumlah laporan,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
468,9,,,,,,pengembangan usaha,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
469,9,,,,,,pengolahan pangan berbasis,Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
470,9,,,,,,sumber daya lokal (Laporan),Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
471,9,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
472,9,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
473,9,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
474,9,,,,,,Pangan Berbasis Sumber,2.09.03.2.01 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
475,9,,,,,,Daya Lokal yang Tersedia,Penyaluran Pangan Pokok atau,,2026-09-17 23:10:11.68718+00
476,9,,,,,,(Laporan),Pangan Lainnya sesuai dengan,,2026-09-17 23:10:11.68718+00
477,9,,,,,,,Kebutuhan Daerah,,2026-09-17 23:10:11.68718+00
478,9,,,,,,,Kabupaten/Kota dalam rangka,,2026-09-17 23:10:11.68718+00
479,9,,,,,,,Stabilisasi Pasokan dan Harga,,2026-09-17 23:10:11.68718+00
480,9,,,,,,,Pangan,,2026-09-17 23:10:11.68718+00
481,9,,,,,,Pangan Berbasis Sumber,2.09.03.2.01.0002 -,,2026-09-17 23:10:11.68718+00
482,9,,,,,,Daya Lokal yang Tersedia,Penyediaan Pangan Berbasis,,2026-09-17 23:10:11.68718+00
483,9,,,,,,(Laporan),Sumber Daya Lokal,,2026-09-17 23:10:11.68718+00
484,9,,,,,,"Jumlah Koordinasi,","2.09.03.2.01.0003 - Koordinasi,",,2026-09-17 23:10:11.68718+00
485,9,,,,,,Sinkronisasi dan Pelaksanaan,Sinkronisasi dan Pelaksanaan,,2026-09-17 23:10:11.68718+00
486,9,,,,,,Distribusi Pangan Pokok dan,Distribusi Pangan Pokok dan,,2026-09-17 23:10:11.68718+00
487,9,,,,,,Pangan Lainnya (Laporan),Pangan Lainnya,,2026-09-17 23:10:11.68718+00
488,9,,,,,,Jumlah Keluarga yang,2.09.03.2.01.0007 -,,2026-09-17 23:10:11.68718+00
489,9,,,,,,Mengikuti Peningkatan,Peningkatan Ketahanan,,2026-09-17 23:10:11.68718+00
490,9,,,,,,Ketahanan Pangan Keluarga,Pangan Keluarga,,2026-09-17 23:10:11.68718+00
491,9,,,,,,(Keluarga),,,2026-09-17 23:10:11.68718+00
492,9,,,,,,Jumlah kegiatan Stabilisasi,2.09.03.2.01.0008 - Stabilisasi,,2026-09-17 23:10:11.68718+00
493,9,,,,,,Pasokan dan Harga Pangan,Pasokan dan Harga Pangan,,2026-09-17 23:10:11.68718+00
494,9,,,,,,Tingkat Produsen dan,Tingkat Produsen dan,,2026-09-17 23:10:11.68718+00
495,9,,,,,,Konsumen di Kabupaten/Kota,Konsumen di Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
496,9,,,,,,(laporan),,,2026-09-17 23:10:11.68718+00
497,9,,,,,,Jumlah laporan,2.09.03.2.01.0009 -,,2026-09-17 23:10:11.68718+00
498,9,,,,,,pengembangan usaha,Pengembangan usaha,,2026-09-17 23:10:11.68718+00
499,9,,,,,,pengolahan pangan berbasis,pengolahan Pangan Berbasis,,2026-09-17 23:10:11.68718+00
500,9,,,,,,sumber daya lokal (Laporan),Sumber Daya Lokal,,2026-09-17 23:10:11.68718+00
501,10,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
502,10,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
503,10,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
504,10,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
505,10,,,,,,Informasi harga pangan tingkat,2.09.03.2.01.0012 -,,2026-09-17 23:10:11.68718+00
506,10,,,,,,Produsen dan Konsumen,Penyediaan Informasi Harga,,2026-09-17 23:10:11.68718+00
507,10,,,,,,wilayah Kabupaten/Kota,Pangan Tingkat Produsen dan,,2026-09-17 23:10:11.68718+00
508,10,,,,,,(Laporan),Konsumen Wilayah,,2026-09-17 23:10:11.68718+00
509,10,,,,,,,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
510,10,,,,,,Jumlah koordinasi dan,2.09.03.2.01.0014 - Koordinasi,,2026-09-17 23:10:11.68718+00
511,10,,,,,,sinkronisasi pemantauan stok,dan Sinkronisasi Pemantauan,,2026-09-17 23:10:11.68718+00
512,10,,,,,,"pangan, pasokan pangan dan","Stok, Pasokan dan Harga",,2026-09-17 23:10:11.68718+00
513,10,,,,,,harga pangan Pokok Strategis,Pangan Pokok Strategis,,2026-09-17 23:10:11.68718+00
514,10,,,,,,(Laporan),,,2026-09-17 23:10:11.68718+00
515,10,,,,,,Informasi Neraca Bahan,2.09.03.2.01.0016 -,,2026-09-17 23:10:11.68718+00
516,10,,,,,,Makanan (NBM) (Dokumen),Penyusunan Neraca Bahan,,2026-09-17 23:10:11.68718+00
517,10,,,,,,,Makanan (NBM),,2026-09-17 23:10:11.68718+00
518,10,,,,,,Data Proyeksi Neraca Pangan,2.09.03.2.01.0020 -,,2026-09-17 23:10:11.68718+00
519,10,,,,,,Wilayah Kabupaten/Kota,Penyusunan Proyeksi Neraca,,2026-09-17 23:10:11.68718+00
520,10,,,,,,(Dokumen),Pangan Wilayah,,2026-09-17 23:10:11.68718+00
521,10,,,,,,,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
522,10,,,,,Terkelolanya Cadangan,Jumlah Cadangan Pangan,2.09.03.2.02 - Pengelolaan dan,,2026-09-17 23:10:11.68718+00
523,10,,,,,Pangan Kabupaten/Kota,Pemerintah Kabupaten/Kota,Keseimbangan Cadangan,,2026-09-17 23:10:11.68718+00
524,10,,,,,,(Ton),Pangan Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
525,10,,,,,,Jumlah penyaluran Cadangan,2.09.03.2.02 - Pengelolaan dan,,2026-09-17 23:10:11.68718+00
